#TSS_Code	Source_Site	Study_Name	BCR
HP	Ontario_Institute_for_Cancer_Research_(OICR)	Liver_hepatocellular_carcinoma	NCH
HQ	Ontario_Institute_for_Cancer_Research_(OICR)	Bladder_Urothelial_Carcinoma	NCH
HR	Ontario_Institute_for_Cancer_Research_(OICR)	Skin_Cutaneous_Melanoma	NCH
HS	Ontario_Institute_for_Cancer_Research_(OICR)	Sarcoma	NCH
HT	Case_Western__St_Joes	Brain_Lower_Grade_Glioma	IGC
HU	National_Cancer_Center_Korea	Stomach_adenocarcinoma	IGC
HV	National_Cancer_Center_Korea	Pancreatic_adenocarcinoma	IGC
HW	MSKCC	Brain_Lower_Grade_Glioma	IGC
HZ	International_Genomics_Consortium	Pancreatic_adenocarcinoma	IGC
IA	Cleveland_Clinic	Kidney_renal_papillary_cell_carcinoma	IGC
IB	Alberta_Health_Services	Pancreatic_adenocarcinoma	IGC
IC	University_of_Pittsburgh	Esophageal_carcinoma	NCH
IE	ABS__IUPUI	Sarcoma	NCH
IF	University_of_Texas_MD_Anderson_Cancer_Center	Sarcoma	NCH
IG	Asterand	Esophageal_carcinoma	NCH
IH	University_of_Miami	Skin_Cutaneous_Melanoma	NCH
IJ	Christiana_Healthcare	Acute_Myeloid_Leukemia	NCH
IK	Christiana_Healthcare	Brain_Lower_Grade_Glioma	IGC
IM	University_of_Miami	Thyroid_carcinoma	NCH
IN	University_of_Pittsburgh	Stomach_adenocarcinoma	IGC
IP	ABS__IUPUI	Stomach_adenocarcinoma	IGC
IQ	University_of_Miami	Head_and_Neck_squamous_cell_carcinoma	IGC
IR	Memorial_Sloan_Kettering	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
IS	Memorial_Sloan_Kettering	Sarcoma	NCH
IW	Cedars_Sinai	Sarcoma	NCH
IZ	ABS__Lahey_Clinic	Kidney_renal_papillary_cell_carcinoma	IGC
J1	ABS__Lahey_Clinic	Lung_squamous_cell_carcinoma	IGC
J2	ABS__Lahey_Clinic	Lung_adenocarcinoma	IGC
J4	ABS__Lahey_Clinic	Prostate_adenocarcinoma	IGC
J7	ILSBio	Kidney_renal_papillary_cell_carcinoma	IGC
J8	Mayo_Clinic	Thyroid_carcinoma	NCH
J9	Melbourne_Health	Prostate_adenocarcinoma	IGC
JA	ABS__Research_Metrics_Pakistan	Head_and_Neck_squamous_cell_carcinoma	IGC
JL	ABS__Research_Metrics_Pakistan	Breast_invasive_carcinoma	NCH
JU	BLN__Baylor	Uterine_Corpus_Endometrial_Carcinoma	NCH
JV	BLN__Baylor	Sarcoma	NCH
JW	BLN__Baylor	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
JX	Washington_University	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
JY	University_Health_Network	Esophageal_carcinoma	NCH
JZ	University_of_Rochester	Esophageal_carcinoma	NCH
K1	University_of_Pittsburgh	Sarcoma	NCH
K4	ABS__Lahey_Clinic	Bladder_Urothelial_Carcinoma	NCH
K6	ABS__Lahey_Clinic	Uterine_Corpus_Endometrial_Carcinoma	NCH
K7	ABS__Lahey_Clinic	Liver_hepatocellular_carcinoma	NCH
K8	ABS__Lahey_Clinic	Skin_Cutaneous_Melanoma	NCH
KA	ABS__Lahey_Clinic	Esophageal_carcinoma	NCH
KB	University_Health_Network_Toronto	Stomach_adenocarcinoma	IGC
KC	Cornell_Medical_College	Prostate_adenocarcinoma	IGC
KD	Mount_Sinai_School_of_Medicine	Sarcoma	NCH
KE	Mount_Sinai_School_of_Medicine	Uterine_Corpus_Endometrial_Carcinoma	NCH
KF	Christiana_Healthcare	Sarcoma	NCH
KG	Baylor_Network	Pancreatic_adenocarcinoma	IGC
KH	Memorial_Sloan_Kettering	Esophageal_carcinoma	NCH
KJ	University_of_Miami	Uterine_Corpus_Endometrial_Carcinoma	NCH
KK	MD_Anderson_Cancer_Center	Prostate_adenocarcinoma	IGC
KL	MSKCC	Kidney_Chromophobe	IGC
KM	NCI_Urologic_Oncology_Branch	Kidney_Chromophobe	IGC
KN	Harvard	Kidney_Chromophobe	IGC
KO	MD_Anderson_Cancer_Center	Kidney_Chromophobe	IGC
KP	British_Columbia_Cancer_Agency	Uterine_Corpus_Endometrial_Carcinoma	NCH
KQ	Cornell_Medical_College	Bladder_Urothelial_Carcinoma	NCH
KR	University_Of_Michigan	Liver_hepatocellular_carcinoma	NCH
KS	University_Of_Michigan	Thyroid_carcinoma	NCH
KT	Hartford	Brain_Lower_Grade_Glioma	IGC
KU	Hartford	Head_and_Neck_squamous_cell_carcinoma	IGC
KV	Hartford	Kidney_renal_papillary_cell_carcinoma	IGC
KZ	Hartford	Stomach_adenocarcinoma	IGC
L1	Hartford	Pancreatic_adenocarcinoma	IGC
L3	Gundersen_Lutheran_Health_System	Lung_squamous_cell_carcinoma	IGC
L4	Gundersen_Lutheran_Health_System	Lung_adenocarcinoma	IGC
L5	University_of_Michigan	Esophageal_carcinoma	NCH
L6	National_Institutes_of_Health	Thyroid_carcinoma	NCH
L7	Christiana_Care	Esophageal_carcinoma	NCH
L8	University_of_Miami	Kidney_renal_papillary_cell_carcinoma	NCH
L9	Candler	Lung_adenocarcinoma	IGC
LA	Candler	Lung_squamous_cell_carcinoma	IGC
LB	Candler	Pancreatic_adenocarcinoma	IGC
LC	Hartford_Hospital	Bladder_Urothelial_Carcinoma	NCH
LD	Hartford_Hospital	Breast_invasive_carcinoma	NCH
LG	Hartford_Hospital	Liver_hepatocellular_carcinoma	NCH
LH	Hartford_Hospital	Skin_Cutaneous_Melanoma	NCH
LI	Hartford_Hospital	Sarcoma	NCH
LK	University_of_Pittsburgh	Mesothelioma	NCH
LL	Candler	Breast_invasive_carcinoma	NCH
LN	ILSBIO	Esophageal_carcinoma	NCH
LP	ILSBIO	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
LQ	Gundersen_Lutheran_Health_System	Breast_invasive_carcinoma	NCH
LS	Gundersen_Lutheran_Health_System	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
LT	Gundersen_Lutheran_Health_System	Bladder_Urothelial_Carcinoma	NCH
M7	University_of_North_Carolina	Prostate_adenocarcinoma	NCH
M8	Ontario_Institute_for_Cancer_Research_(OICR)	Pancreatic_adenocarcinoma	NCH
M9	Ontario_Institute_for_Cancer_Research_(OICR)	Esophageal_carcinoma	NCH
MA	MD_Anderson_Cancer_Center	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
MB	University_of_Minnesota	Sarcoma	NCH
ME	University_of_Minnesota	Lung_adenocarcinoma	NCH
MF	University_of_Minnesota	Lung_squamous_cell_carcinoma	NCH
MG	BLN__Baylor	Prostate_adenocarcinoma	NCH
MH	BLN__Baylor	Kidney_renal_papillary_cell_carcinoma	NCH
MI	BLN__Baylor	Liver_hepatocellular_carcinoma	NCH
MJ	BLN__Baylor	Sarcoma	NCH
MK	BLN__Baylor	Thyroid_carcinoma	NCH
ML	BLN__Baylor	Lung_squamous_cell_carcinoma	NCH
MM	BLN__Baylor	Kidney_renal_clear_cell_carcinoma	NCH
MN	BLN__Baylor	Lung_adenocarcinoma	NCH
MO	ILSBio	Sarcoma	NCH
MP	Washington_University__Mayo_Clinic	Lung_adenocarcinoma	NCH
MQ	Washington_University__NYU	Mesothelioma	NCH
MR	University_of_Minnesota	Liver_hepatocellular_carcinoma	NCH
MS	University_of_Minnesota	Breast_invasive_carcinoma	NCH
MT	University_of_Minnesota	Head_and_Neck_squamous_cell_carcinoma	NCH
MU	University_of_Minnesota	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
MV	University_of_Minnesota	Bladder_Urothelial_Carcinoma	NCH
MW	University_of_Miami	Kidney_renal_clear_cell_carcinoma	NCH
MX	MSKCC	Stomach_adenocarcinoma	NCH
MY	Montefiore_Medical_Center	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
MZ	Montefiore_Medical_Center	Head_and_Neck_squamous_cell_carcinoma	NCH
N1	Montefiore_Medical_Center	Sarcoma	NCH
N5	MSKCC	Uterine_Carcinosarcoma	NCH
N6	University_of_Pittsburgh	Uterine_Carcinosarcoma	NCH
N7	Washington_University	Uterine_Carcinosarcoma	NCH
N8	University_of_North_Carolina	Uterine_Carcinosarcoma	NCH
N9	MD_Anderson	Uterine_Carcinosarcoma	NCH
NA	Duke_University	Uterine_Carcinosarcoma	NCH
NB	Washington_University__CHUV	Lung_adenocarcinoma	NCH
NC	Washington_University__CHUV	Lung_squamous_cell_carcinoma	NCH
ND	Cedars_Sinai	Uterine_Carcinosarcoma	NCH
NF	Mayo_Clinic__Rochester	Uterine_Carcinosarcoma	NCH
NG	Roswell_Park	Uterine_Carcinosarcoma	NCH
NH	Candler	Colon_adenocarcinoma	NCH
NI	Roswell_Park	Liver_hepatocellular_carcinoma	NCH
NJ	Washington_University__Rush_University	Lung_adenocarcinoma	NCH
NK	Washington_University__Rush_University	Lung_squamous_cell_carcinoma	NCH
NM	Cambridge_BioSource	Head_and_Neck_squamous_cell_carcinoma	NCH
NP	International_Genomics_Consortium	Kidney_Chromophobe	NCH
NQ	International_Genomics_Consortium	Mesothelioma	NCH
NS	Gundersen_Lutheran_Health_System	Skin_Cutaneous_Melanoma	NCH
O1	Washington_University__CALGB	Lung_adenocarcinoma	NCH
O2	Washington_University__CALGB	Lung_squamous_cell_carcinoma	NCH
O8	Saint_Mary's_Health_Care	Liver_hepatocellular_carcinoma	NCH
O9	Saint_Mary's_Health_Care	Kidney_renal_papillary_cell_carcinoma	NCH
OC	Saint_Mary's_Health_Care	Lung_squamous_cell_carcinoma	NCH
OD	Saint_Mary's_Health_Care	Skin_Cutaneous_Melanoma	NCH
OE	Saint_Mary's_Health_Care	Pancreatic_adenocarcinoma	NCH
OJ	Saint_Mary's_Health_Care	Thyroid_carcinoma	NCH
OK	Mount_Sinai_School_of_Medicine	Breast_invasive_carcinoma	NCH
OL	University_of_Chicago	Breast_invasive_carcinoma	NCH
OR	University_of_Michigan	Adrenocortical_carcinoma	NCH
OU	Roswell_Park	Adrenocortical_carcinoma	NCH
OW	International_Genomics_Consortium	Miscellaneous	NCH
OX	University_of_North_Carolina	Glioblastoma_multiforme	NCH
OY	University_of_North_Carolina	Ovarian_serous_cystadenocarcinoma	NCH
P3	Fred_Hutchinson	Head_and_Neck_squamous_cell_carcinoma	NCH
P4	MD_Anderson_Cancer_Center	Kidney_renal_papillary_cell_carcinoma	NCH
P5	Cureline	Brain_Lower_Grade_Glioma	NCH
P6	Translational_Genomics_Research_Institute	Adrenocortical_carcinoma	NCH
P7	Translational_Genomics_Research_Institute	Pheochromocytoma_and_Paraganglioma	NCH
P8	University_of_Pittsburgh	Pheochromocytoma_and_Paraganglioma	NCH
P9	University_of_Minnesota	Pancreatic_adenocarcinoma	NCH
PA	University_of_Minnesota	Adrenocortical_carcinoma	NCH
PB	University_of_Minnesota	Lymphoid_Neoplasm_Diffuse_Large_Bcell_Lymphoma	NCH
PC	Fox_Chase	Sarcoma	NCH
PD	Fox_Chase	Liver_hepatocellular_carcinoma	NCH
PE	Fox_Chase	Breast_invasive_carcinoma	NCH
PG	Montefiore_Medical_Center	Uterine_Corpus_Endometrial_Carcinoma	NCH
PH	Gundersen_Lutheran	Acute_Myeloid_Leukemia	NCH
PJ	Gundersen_Lutheran	Kidney_renal_papillary_cell_carcinoma	NCH
PK	University_Health_Network	Adrenocortical_carcinoma	NCH
PL	Institute_of_Human_Virology_Nigeria	Breast_invasive_carcinoma	NCH
PN	Institute_of_Human_Virology_Nigeria	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
PQ	University_of_Colorado_Denver	Bladder_Urothelial_Carcinoma	NCH
PR	Roswell_Park	Pheochromocytoma_and_Paraganglioma	NCH
PT	Maine_Medical_Center	Sarcoma	NCH
PZ	ABS__Lahey_Clinic	Pancreatic_adenocarcinoma	NCH
Q1	University_of_Oklahoma_HSC	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
Q2	University_of_Oklahoma_HSC	Kidney_renal_papillary_cell_carcinoma	NCH
Q3	University_of_Oklahoma_HSC	Pancreatic_adenocarcinoma	NCH
Q4	Emory_University	Acute_Myeloid_Leukemia	NCH
Q9	Emory_University	Esophageal_carcinoma	NCH
QA	Emory_University	Liver_hepatocellular_carcinoma	NCH
QB	Emory_University	Skin_Cutaneous_Melanoma	NCH
QC	Emory_University	Sarcoma	NCH
QD	Emory_University	Thyroid_carcinoma	NCH
QF	BLN__Baylor	Uterine_Corpus_Endometrial_Carcinoma	NCH
QG	BLN__Baylor	Colon_adenocarcinoma	NCH
QH	FondazioneBesta	Brain_Lower_Grade_Glioma	NCH
QJ	Mount_Sinai_School_of_Medicine	Ovarian_serous_cystadenocarcinoma	NCH
QK	Emory_University__Winship_Cancer_Inst.	Head_and_Neck_squamous_cell_carcinoma	NCH
QL	University_of_Chicago	Colon_adenocarcinoma	NCH
QM	University_of_Oklahoma_HSC	Uterine_Carcinosarcoma	NCH
QN	ILSBio	Uterine_Carcinosarcoma	NCH
QQ	Roswell_Park	Sarcoma	NCH
QR	National_Institutes_of_Health	Pheochromocytoma_and_Paraganglioma	NCH
QS	Candler	Uterine_Corpus_Endometrial_Carcinoma	NCH
QT	University_of_North_Carolina	Pheochromocytoma_and_Paraganglioma	NCH
QU	Harvard_Beth_Israel	Prostate_adenocarcinoma	NCH
QV	Instituto_Nacional_de_Cancerologia	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
QW	Instituto_Nacional_de_Cancerologia	Stomach_adenocarcinoma	NCH
R1	CHIPenrose_Colorado	Colon_adenocarcinoma	NCH
R2	CHIPenrose_Colorado	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
R3	CHIPenrose_Colorado	Bladder_Urothelial_Carcinoma	NCH
R5	MD_Anderson_Cancer_Center	Stomach_adenocarcinoma	NCH
R6	MD_Anderson_Cancer_Center	Esophageal_carcinoma	NCH
R7	Gundersen_Lutheran_Health_System	Head_and_Neck_squamous_cell_carcinoma	NCH
R8	MD_Anderson	Brain_Lower_Grade_Glioma	NCH
R9	Candler	Ovarian_serous_cystadenocarcinoma	NCH
RA	Candler	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
RB	Emory_University	Pancreatic_adenocarcinoma	NCH
RC	University_of_Utah	Liver_hepatocellular_carcinoma	NCH
RD	Peter_MacCallum_Cancer_Center	Stomach_adenocarcinoma	NCH
RE	Peter_MacCallum_Cancer_Center	Esophageal_carcinoma	NCH
RG	Montefiore_Medical_Center	Liver_hepatocellular_carcinoma	NCH
RH	BLN__Baylor	Head_and_Neck_squamous_cell_carcinoma	NCH
RL	St._Joseph's_Hospital_AZ	Pancreatic_adenocarcinoma	NCH
RM	St._Joseph's_Hospital_AZ	Pheochromocytoma_and_Paraganglioma	NCH
RN	St._Joseph's_Hospital_AZ	Sarcoma	NCH
RP	St._Joseph's_Hospital_AZ	Skin_Cutaneous_Melanoma	NCH
RQ	St._Joseph's_Hospital_AZ	Lymphoid_Neoplasm_Diffuse_Large_Bcell_Lymphoma	NCH
RR	St._Joseph's_Hospital_AZ	Glioblastoma_multiforme	NCH
RS	Memorial_Sloan_Kettering_Cancer_Center	Head_and_Neck_squamous_cell_carcinoma	NCH
RT	Cleveland_Clinic_Foundation	Pheochromocytoma_and_Paraganglioma	NCH
RU	Northwestern_University	Colon_adenocarcinoma	NCH
RV	Northwestern_University	Pancreatic_adenocarcinoma	NCH
RW	Michigan_University	Pheochromocytoma_and_Paraganglioma	NCH
RX	University_of_Minnesota	Pheochromocytoma_and_Paraganglioma	NCH
RY	University_of_California_San_Francisco	Brain_Lower_Grade_Glioma	NCH
RZ	Wills_Eye_Institute	Uveal_Melanoma	NCH
S2	Albert_Einstein_Medical_Center	Lung_adenocarcinoma	NCH
S3	Albert_Einstein_Medical_Center	Breast_invasive_carcinoma	NCH
S4	University_of_Chicago	Pancreatic_adenocarcinoma	NCH
S5	University_of_Oklahoma_HSC	Bladder_Urothelial_Carcinoma	NCH
S6	Gundersen_Lutheran_Health_System	Testicular_Germ_Cell_Tumors	NCH
S7	University_Hospital_Motol	Pheochromocytoma_and_Paraganglioma	NCH
S8	ABS__IUPUI	Esophageal_carcinoma	NCH
S9	Dept_of_Neurosurgery_at_University_of_Heidelberg	Brain_Lower_Grade_Glioma	NCH
SA	ABS__IUPUI	Pheochromocytoma_and_Paraganglioma	NCH
SB	Baylor_College_of_Medicine	Testicular_Germ_Cell_Tumors	NCH
SC	Memorial_Sloan_Kettering	Mesothelioma	NCH
SD	MD_Anderson	Pancreatic_adenocarcinoma	NCH
SE	Boston_Medical_Center	Pheochromocytoma_and_Paraganglioma	NCH
SG	Cleveland_Clinic_Foundation	Sarcoma	NCH
SH	Papworth_Hospital	Mesothelioma	NCH
SI	Washington_University_St._Louis	Sarcoma	NCH
SJ	Albert_Einstein_Medical_Center	Uterine_Corpus_Endometrial_Carcinoma	NCH
SK	St._Joseph's_Hospital_AZ	Colon_adenocarcinoma	NCH
SL	St._Joseph's_Hospital_AZ	Uterine_Corpus_Endometrial_Carcinoma	NCH
SN	BLN__Baylor	Testicular_Germ_Cell_Tumors	NCH
SO	University_of_Minnesota	Testicular_Germ_Cell_Tumors	NCH
SP	University_Health_Network	Pheochromocytoma_and_Paraganglioma	NCH
SQ	International_Genomics_Consortium	Pheochromocytoma_and_Paraganglioma	NCH
SR	Tufts_Medical_Center	Pheochromocytoma_and_Paraganglioma	NCH
SS	Medical_College_of_Georgia	Colon_adenocarcinoma	NCH
ST	Global_BioclinicalMoldova	Head_and_Neck_squamous_cell_carcinoma	NCH
SU	Global_BioclinicalMoldova	Prostate_adenocarcinoma	NCH
SW	Global_BioclinicalMoldova	Stomach_adenocarcinoma	NCH
SX	Mayo_Clinic_Arizona	Kidney_renal_papillary_cell_carcinoma	NCH
SY	Mayo_Clinic_Arizona	Bladder_Urothelial_Carcinoma	NCH
T1	St._Joseph's_Hospital_Arizona	Liver_hepatocellular_carcinoma	NCH
T2	St._University_of_Colorado_Denver	Head_and_Neck_squamous_cell_carcinoma	NCH
T3	Molecular_Response	Head_and_Neck_squamous_cell_carcinoma	NCH
T6	Molecular_Response	Lung_adenocarcinoma	NCH
T7	Molecular_Response	Kidney_renal_clear_cell_carcinoma	NCH
T9	Molecular_Response	Colon_adenocarcinoma	NCH
TE	Global_BioClinical__Georgia	Skin_Cutaneous_Melanoma	NCH
TG	Global_BioClinical__Georgia	Head_and_Neck_squamous_cell_carcinoma	NCH
TK	Global_BioClinical__Georgia	Prostate_adenocarcinoma	NCH
TL	Global_BioClinical__Georgia	Stomach_adenocarcinoma	NCH
TM	The_University_of_New_South_Wales	Brain_Lower_Grade_Glioma	NCH
TN	Ohio_State_University	Head_and_Neck_squamous_cell_carcinoma	NCH
TP	Maine_Medical_Center	Prostate_adenocarcinoma	NCH
TQ	University_of_Sao_Paulo	Brain_Lower_Grade_Glioma	NCH
TR	Global_BioclinicalMoldova	Skin_Cutaneous_Melanoma	NCH
TS	University_of_Pennsylvania	Mesothelioma	NCH
TT	University_of_Pennsylvania	Pheochromocytoma_and_Paraganglioma	NCH
TV	Wake_Forest_University	Breast_invasive_carcinoma	NCH
UB	UCSF	Liver_hepatocellular_carcinoma	NCH
UC	University_of_Washington	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
UD	University_of_Western_Australia	Mesothelioma	NCH
UE	Asterand	Sarcoma	NCH
UF	Barretos_Cancer_Hospital	Head_and_Neck_squamous_cell_carcinoma	NCH
UJ	Boston_Medical_Center	Lung_squamous_cell_carcinoma	NCH
UL	Boston_Medical_Center	Breast_invasive_carcinoma	NCH
UN	Boston_Medical_Center	Kidney_renal_papillary_cell_carcinoma	NCH
UP	Boston_Medical_Center	Head_and_Neck_squamous_cell_carcinoma	NCH
UR	Boston_Medical_Center	Prostate_adenocarcinoma	NCH
US	Garvan_Institute_of_Medical_Research	Pancreatic_adenocarcinoma	NCH
UT	Asbestos_Diseases_Research_Institute	Mesothelioma	NCH
UU	Mary_Bird_Perkins_Cancer_Center__Our_Lady_of_the_Lake	Breast_invasive_carcinoma	NCH
UV	Capital_Biosciences	Liver_hepatocellular_carcinoma	NCH
UW	University_of_North_Carolina	Kidney_Chromophobe	NCH
UY	University_of_California_San_Francisco	Bladder_Urothelial_Carcinoma	NCH
UZ	University_of_California_San_Francisco	Kidney_renal_papillary_cell_carcinoma	NCH
V1	University_of_California_San_Francisco	Prostate_adenocarcinoma	NCH
V2	Cleveland_Clinic_Foundation	Prostate_adenocarcinoma	NCH
V3	Cleveland_Clinic_Foundation	Uveal_Melanoma	NCH
V4	Institut_Curie	Uveal_Melanoma	NCH
V5	Duke_University	Esophageal_carcinoma	NCH
V6	Duke_University	Stomach_adenocarcinoma	NCH
V7	Medical_College_of_Georgia	Breast_invasive_carcinoma	NCH
V8	Medical_College_of_Georgia	Kidney_renal_clear_cell_carcinoma	NCH
V9	Medical_College_of_Georgia	Kidney_renal_papillary_cell_carcinoma	NCH
VA	Alliance	Stomach_adenocarcinoma	NCH
VB	Global_BioClinical__Georgia	Lymphoid_Neoplasm_Diffuse_Large_Bcell_Lymphoma	NCH
VD	University_of_Liverpool	Uveal_Melanoma	NCH
VF	University_of_Pennsylvania	Testicular_Germ_Cell_Tumors	NCH
VG	Institute_of_Human_Virology_Nigeria	Ovarian_serous_cystadenocarcinoma	NCH
VK	Institute_of_Human_Virology_Nigeria	Colon_adenocarcinoma	NCH
VL	Institute_of_Human_Virology_Nigeria	Rectum_adenocarcinoma	NCH
VM	Huntsman_Cancer_Institute	Brain_Lower_Grade_Glioma	NCH
VN	NCI_Urologic_Oncology_Branch	Prostate_adenocarcinoma	NCH
VP	Washington_University	Prostate_adenocarcinoma	NCH
VQ	Barretos_Cancer_Hospital	Stomach_adenocarcinoma	NCH
VR	Barretos_Cancer_Hospital	Esophageal_carcinoma	NCH
VS	Barretos_Cancer_Hospital	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
VT	Vanderbilt	Sarcoma	NCH
VV	John_Wayne_Cancer_Center	Brain_Lower_Grade_Glioma	NCH
VW	Northwestern_University	Brain_Lower_Grade_Glioma	NCH
VX	Northwestern_University	Stomach_adenocarcinoma	NCH
VZ	Albert_Einstein_Medical_Center	Pheochromocytoma_and_Paraganglioma	NCH
W2	Medical_College_of_Wisconsin	Pheochromocytoma_and_Paraganglioma	NCH
W3	John_Wayne_Cancer_Center	Skin_Cutaneous_Melanoma	NCH
W4	University_of_North_Carolina	Testicular_Germ_Cell_Tumors	NCH
W5	Mayo_Clinic_Rochester	Cholangiocarcinoma	NCH
W6	UCSF	Cholangiocarcinoma	NCH
W7	Garvan_Institute_of_Medical_Research	Cholangiocarcinoma	NCH
W8	Greenville_Health_System	Breast_invasive_carcinoma	NCH
W9	University_of_Kansas	Brain_Lower_Grade_Glioma	NCH
WA	University_of_SchleswigHolstein	Head_and_Neck_squamous_cell_carcinoma	NCH
WB	Erasmus_MC	Pheochromocytoma_and_Paraganglioma	NCH
WC	MD_Anderson	Uveal_Melanoma	NCH
WD	Emory_University	Cholangiocarcinoma	NCH
WE	Norfolk_and_Norwich_Hospital	Skin_Cutaneous_Melanoma	NCH
WF	Greenville_Health_System	Pancreatic_adenocarcinoma	NCH
WG	Greenville_Health_System	Lung_squamous_cell_carcinoma	NCH
WH	Greenville_Health_System	Brain_Lower_Grade_Glioma	NCH
WJ	Greenville_Health_System	Liver_hepatocellular_carcinoma	NCH
WK	Brigham_and_Women's_Hospital	Sarcoma	NCH
WL	University_of_Kansas	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
WM	University_of_Kansas	Kidney_renal_clear_cell_carcinoma	NCH
WN	University_of_Kansas	Kidney_renal_papillary_cell_carcinoma	NCH
WP	University_of_Kansas	Sarcoma	NCH
WQ	University_of_Kansas	Liver_hepatocellular_carcinoma	NCH
WR	University_of_Kansas	Ovarian_serous_cystadenocarcinoma	NCH
WS	University_of_Kansas	Colon_adenocarcinoma	NCH
WT	University_of_Kansas	Breast_invasive_carcinoma	NCH
WU	Wake_Forest_University	Colon_adenocarcinoma	NCH
WW	Wake_Forest_University	Prostate_adenocarcinoma	NCH
WX	Yale_University	Liver_hepatocellular_carcinoma	NCH
WY	Johns_Hopkins	Brain_Lower_Grade_Glioma	NCH
WZ	International_Genomics_Consortium	Testicular_Germ_Cell_Tumors	NCH
X2	University_of_Washington	Sarcoma	NCH
X3	Cleveland_Clinic_Foundation	Testicular_Germ_Cell_Tumors	NCH
X4	Institute_for_Medical_Research	Prostate_adenocarcinoma	NCH
X5	Institute_of_Human_Virology_Nigeria	Bladder_Urothelial_Carcinoma	NCH
X6	University_of_Iowa	Sarcoma	NCH
X7	ABS_IUPUI	Thymoma	NCH
X8	St._Joseph's_Hospital_Arizona	Esophageal_carcinoma	NCH
X9	University_of_California_Davis	Sarcoma	NCH
XA	University_of_Minnesota	Prostate_adenocarcinoma	NCH
XB	Albert_Einstein_Medical_Center	Esophageal_carcinoma	NCH
XC	Albert_Einstein_Medical_Center	Lung_squamous_cell_carcinoma	NCH
XD	Providence_Portland_Medical_Center	Pancreatic_adenocarcinoma	NCH
XE	University_of_Southern_California	Testicular_Germ_Cell_Tumors	NCH
XF	University_of_Southern_California	Bladder_Urothelial_Carcinoma	NCH
XG	BLN_UT_Southwestern_Medical_Center_at_Dallas	Pheochromocytoma_and_Paraganglioma	NCH
XH	BLN_Baylor	Thymoma	NCH
XJ	University_of_Kansas	Prostate_adenocarcinoma	NCH
XK	Mayo_Clinic_Arizona	Prostate_adenocarcinoma	NCH
XM	MSKCC	Thymoma	NCH
XN	University_of_Sao_Paulo	Pancreatic_adenocarcinoma	NCH
XP	University_of_Sao_Paulo	Esophageal_carcinoma	NCH
XQ	University_of_Sao_Paulo	Prostate_adenocarcinoma	NCH
XR	University_of_Sao_Paulo	Liver_hepatocellular_carcinoma	NCH
XS	University_of_Sao_Paulo	Cervical_squamous_cell_carcinoma_and_endocervical_adenocarcinoma	NCH
XT	Johns_Hopkins	Mesothelioma	NCH
XU	University_Health_Network	Thymoma	NCH
XV	Capital_Biosciences	Skin_Cutaneous_Melanoma	NCH
XX	Spectrum_Health	Breast_invasive_carcinoma	NCH
XY	Spectrum_Health	Testicular_Germ_Cell_Tumors	NCH
Y3	University_of_New_Mexico	Acute_Myeloid_Leukemia	NCH
Y5	University_of_Arizona	Sarcoma	NCH
Y6	University_of_Arizona	Prostate_adenocarcinoma	NCH
Y8	Spectrum_Health	Kidney_renal_papillary_cell_carcinoma	NCH
YA	Spectrum_Health	Liver_hepatocellular_carcinoma	NCH
YB	Spectrum_Health	Pancreatic_adenocarcinoma	NCH
YC	Spectrum_Health	Bladder_Urothelial_Carcinoma	NCH
YD	Spectrum_Health	Skin_Cutaneous_Melanoma	NCH
YF	University_of_Puerto_Rico	Bladder_Urothelial_Carcinoma	NCH
YG	University_of_Puerto_Rico	Skin_Cutaneous_Melanoma	NCH
YH	Stanford_University	Pancreatic_adenocarcinoma	NCH
YJ	Stanford_University	Prostate_adenocarcinoma	NCH
YL	PROCURE_Biobank	Prostate_adenocarcinoma	NCH
YN	University_of_Arizona	Skin_Cutaneous_Melanoma	NCH
YR	Barretos_Cancer_Hospital	Cholangiocarcinoma	NCH
YS	Barretos_Cancer_Hospital	Mesothelioma	NCH
YT	Barretos_Cancer_Hospital	Thymoma	NCH
YU	Barretos_Cancer_Hospital	Testicular_Germ_Cell_Tumors	NCH
YV	MSKCC	Uveal_Melanoma	NCH
